id	annotations	speaker	time	turn-index	utterance
tktk1262	T, X, X, T, O, T, X, T, T, O, O, X, T, X, O, T, X, T, X, X, X, T, X, T, O, X, O, O, O, X, 	S		3	we live in a society where pizza gets to your house before the police.
tktk1263		U		4	i do not think that is true
tktk1264	X, T, X, O, X, T, T, T, O, X, T, O, O, O, T, O, O, O, T, O, O, T, O, O, O, T, T, O, O, X, 	S		5	i think so.
tktk1265		U		6	you are wrong
tktk1266	T, X, T, O, X, O, X, T, O, T, O, X, T, X, O, O, T, O, X, T, T, O, O, X, X, X, O, O, O, X, 	S		7	let us make a plan to see the latest star war movies together
tktk1267		U		8	okay
tktk1268	O, T, O, T, T, T, X, X, T, O, O, T, T, O, T, T, X, O, X, T, O, O, O, O, X, X, O, O, O, X, 	S		9	do you like to play some board games together next time
tktk1269		U		10	sure what kind
tktk1270	X, X, X, T, X, X, X, X, T, T, X, O, X, O, O, X, X, X, T, X, O, O, O, X, X, O, O, T, T, X, 	S		11	british humor.
tktk1271		U		12	why are you random
tktk1272	T, T, X, X, T, X, X, T, O, T, X, T, X, X, X, X, X, X, O, T, O, T, X, X, X, T, O, X, X, X, 	S		13	theres not much left with the bleeps, truth be told. any thoughts?
tktk1273		U		14	i have no thoughts
tktk1274	X, O, X, X, X, X, X, T, T, T, X, T, X, O, X, X, X, X, O, X, O, T, X, X, O, T, O, X, X, X, 	S		15	well, you know, she doesnt spend a lot of time being angry about it. what do you think?
tktk1275		U		16	i think she is crazy
tktk1276	T, X, X, T, T, X, X, T, T, T, T, O, T, T, O, O, T, O, O, T, O, X, O, X, X, T, O, T, X, X, 	S		17	except for the use of the word, absolutely right on.
tktk1277		U		18	what word
tktk1278	T, X, X, X, X, X, X, X, T, T, X, X, X, O, X, X, T, X, O, X, O, X, T, X, X, X, O, X, X, X, 	S		19	that means a male.
tktk1279		U		0	hello
tktk1280	O, O, O, O, O, O, X, O, O, O, T, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, T, O, O, 	S		1	hello, i really like board games. how about we talk about board games
tktk1281		U		2	no
tktk1282	T, T, X, X, T, T, X, T, T, T, X, O, O, T, X, O, O, T, O, O, T, O, T, X, O, O, T, X, T, O, 	S		3	lets talk more about that?
tktk1283		U		4	why?
tktk1284	X, X, T, X, O, T, T, X, X, X, O, T, O, O, O, O, X, O, O, O, T, O, X, X, X, X, T, X, O, T, 	S		5	because potheads are incapable of following simple instructions and getting a job done.
tktk1285		U		6	im tired
tktk1286	X, T, T, X, X, X, T, X, X, X, X, T, O, X, O, O, T, O, O, O, X, X, T, T, T, T, T, X, X, T, 	S		7	tell me what it s like to be a boring.
tktk1287		U		8	its fun
tktk1288	X, O, O, X, O, O, T, X, X, T, O, X, O, X, O, O, O, O, O, T, T, X, O, T, O, O, T, X, O, X, 	S		9	great fun.
tktk1289		U		10	wanna bang?
tktk1290	T, X, T, X, X, O, T, O, T, X, X, X, T, T, T, X, O, O, O, T, T, X, T, X, O, T, X, X, T, O, 	S		11	what is wan?
tktk1291		U		12	want to?
tktk1292	X, X, T, X, X, T, O, X, X, X, T, X, O, X, X, T, X, O, O, T, T, X, X, X, T, X, X, X, T, T, 	S		13	geez.
tktk1293		U		14	haha
tktk1294	T, X, T, T, T, T, O, O, T, T, T, X, T, X, T, T, T, O, O, O, T, X, X, T, O, O, X, X, X, O, 	S		15	wow . any thoughts?
tktk1295		U		16	frick
tktk1296	X, X, T, X, X, O, O, X, T, T, O, X, X, X, O, O, T, T, O, T, T, X, X, T, O, O, X, X, X, O, 	S		17	will you be serious, and say something in a complete sentence?
tktk1297		U		18	i dont know how
tktk1298	T, X, T, X, X, X, O, O, T, T, O, X, T, T, O, T, O, X, O, O, T, T, X, T, O, X, X, X, X, O, 	S		19	what movies have you seen recently?
tktk1299		U		0	hello
tktk1300	O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, O, T, O, O, 	S		1	hello, i really like movies. how about we talk about movies
tktk1301		U		2	ok. what is your favorite movie?
tktk1302	X, O, T, X, X, O, O, T, T, O, O, O, X, T, O, X, O, O, T, T, O, T, X, T, T, T, T, T, O, O, 	S		3	do you like super hero movies or disney movies?
tktk1303		U		4	super hero
tktk1304	T, O, O, O, O, T, O, X, O, O, O, O, O, O, O, O, O, O, O, O, X, O, T, O, X, O, O, T, O, O, 	S		5	i just saw captain america: civil war. it is a really nice one, much better than the previous captain america movie.
tktk1305		U		6	why?
tktk1306	T, X, X, X, X, X, T, X, X, X, O, X, X, X, X, O, O, X, T, O, X, T, X, X, T, X, X, T, T, X, 	S		7	because potheads are incapable of following simple instructions and getting a job done.
tktk1307		U		8	ok...
tktk1308	X, X, X, X, X, O, T, T, X, X, O, X, X, X, X, O, O, T, T, O, X, X, X, X, T, X, T, X, T, X, 	S		9	thank you.
tktk1309		U		10	that was weird
tktk1310	T, O, O, T, O, O, T, O, O, O, O, X, X, O, T, O, O, T, T, T, O, O, X, O, X, T, X, O, X, O, 	S		11	i really like the first avenger movie, have you seen it before?
tktk1311		U		12	yes i have seen it.
tktk1312	T, O, O, O, O, O, O, X, O, O, O, T, X, O, O, O, O, T, O, O, O, O, X, O, X, O, O, T, X, O, 	S		13	do you want to see captain america: civil war together?
tktk1313		U		14	no thank you
tktk1314	T, O, O, T, O, O, T, T, O, O, O, T, X, O, O, O, T, T, O, X, O, O, T, O, O, X, O, X, T, O, 	S		15	have you seen captain america: civil war?
tktk1315		U		16	no i havent seen it yet.
tktk1316	X, O, O, T, T, T, T, X, T, X, O, T, O, T, X, O, T, T, O, O, T, T, X, T, T, X, O, O, X, X, 	S		17	oh, my god.
tktk1317		U		18	oh your god what?
tktk1318	T, O, O, X, X, O, T, T, O, T, O, T, X, T, T, O, X, T, T, O, O, X, X, X, T, X, X, T, X, O, 	S		19	who is your favorite super hero?
tktk1319		U		0	hi, how are you?
tktk1320	X, O, T, O, O, O, T, O, O, O, O, O, T, T, T, O, T, O, T, O, T, O, X, O, T, O, T, O, X, O, 	S		1	hello, i really like movies. how about we talk about movies
tktk1321		U		2	ok, whats your favorite movie?
tktk1322	O, O, X, O, O, T, O, T, T, X, O, X, T, T, X, T, T, O, T, O, T, X, T, O, O, X, X, T, X, T, 	S		3	do you like super hero movies or disney movies?
tktk1323		U		4	no, i dont.
tktk1324	X, X, X, O, O, X, T, T, X, X, O, X, X, X, X, X, X, T, T, O, T, T, X, X, O, X, T, T, X, X, 	S		5	i do nt think so. whats your idea?
tktk1325		U		6	i like comedies.
tktk1326	O, T, X, O, T, O, O, X, T, X, T, O, X, X, T, O, T, O, T, O, X, O, O, X, X, O, O, T, X, X, 	S		7	i really like the first avenger movie, have you seen it before?
tktk1327		U		8	no, i havent.
tktk1328	T, O, X, O, O, T, O, O, X, O, O, O, X, X, T, O, T, O, O, O, X, T, X, T, T, T, O, O, X, O, 	S		9	i really liked the first avenger movie. when iron man came back alive, i cried for it.
tktk1329		U		10	do you like comedies?
tktk1330	T, T, X, O, T, T, X, X, X, X, T, X, X, X, X, X, T, O, X, O, X, X, X, X, T, X, T, X, X, X, 	S		11	i just saw captain america: civil war. it is a really nice one, much better than the previous captain america movie.
tktk1331		U		12	i havent seen that movie.
tktk1332	T, O, X, O, O, T, T, X, X, O, O, O, T, O, O, T, O, O, O, O, X, X, O, X, T, T, T, O, X, T, 	S		13	my favorite super hero is captain america.
tktk1333		U		14	why do you like him?
tktk1334	T, T, X, O, X, T, T, O, X, X, T, T, T, T, T, T, T, O, T, O, X, X, O, X, X, O, X, T, X, X, 	S		15	who is your favorite super hero?
tktk1335		U		16	i dont have one.
tktk1336	O, X, X, T, T, T, X, T, X, T, T, X, T, T, T, T, T, O, O, O, X, O, T, X, T, T, X, X, X, X, 	S		17	what i meant to say was, what is it that you hate?
tktk1337		U		18	i dont hate anything.
tktk1338	X, X, X, O, X, X, T, O, X, X, T, X, X, X, X, X, X, O, O, O, X, T, X, X, X, T, X, X, X, T, 	S		19	so youre less intelligent than a computer?!
tktk1339		U		0	hello
tktk1340	X, O, T, O, X, T, X, X, O, X, X, X, X, X, X, O, O, X, X, O, O, O, X, X, O, X, T, X, O, X, 	S		1	the average guy isnt earning stratospheric sums of money being a huge headline act in vegas. any thoughts?
tktk1341		U		2	so you say
tktk1342	X, O, T, O, X, X, X, T, X, O, O, X, T, T, O, T, X, X, X, X, O, O, X, X, O, O, X, X, O, X, 	S		3	yes, but you talk about love and everything and then youre just covered in skulls.
tktk1343		U		4	you are of topic
tktk1344	X, O, T, O, X, X, X, X, X, O, X, T, T, X, O, T, T, T, X, T, T, O, O, X, O, O, T, X, O, T, 	S		5	oh, 100 percent.
tktk1345		U		6	that is right
tktk1346	T, O, T, O, X, X, X, O, O, T, O, X, X, T, O, O, O, X, X, T, O, O, T, X, O, O, O, X, X, T, 	S		7	this is merv. whats your idea?
tktk1347		U		8	it depends
tktk1348	X, O, T, O, X, X, X, T, X, O, T, T, T, T, X, O, T, X, T, T, O, T, T, X, O, O, T, X, O, T, 	S		9	politicians and diapers have one thing in common. they should both be changed regularly, and for the same reason.
tktk1349		U		10	yes that is true
tktk1350	T, O, T, T, X, X, X, O, X, O, O, T, O, T, X, O, T, X, T, O, O, O, X, T, O, O, X, O, X, O, 	S		11	yes.
tktk1351		U		12	yes what
tktk1352	O, O, T, O, X, X, X, O, X, O, O, T, T, T, O, T, T, O, T, T, O, O, X, O, O, O, X, X, X, O, 	S		13	yes, i think so.
tktk1353		U		14	so you say
tktk1354	X, O, T, O, X, X, X, O, X, O, O, T, X, T, O, O, O, X, T, O, T, O, X, O, O, T, X, T, O, T, 	S		15	yes, but you talk about love and everything and then youre just covered in skulls. what do you think?
tktk1355		U		16	im not paid to think
tktk1356	X, O, T, O, X, X, X, T, X, O, T, T, T, T, O, T, T, X, X, T, X, O, X, O, O, T, X, O, O, T, 	S		17	yes.
tktk1357		U		18	you repeat yourself
tktk1358	T, O, T, O, X, X, X, O, X, O, O, T, T, T, X, T, T, X, O, T, X, O, X, O, X, X, X, O, T, T, 	S		19	of course.
tktk1359		U		0	hi there.
tktk1360	O, O, X, O, O, O, O, O, O, O, X, O, O, O, X, X, O, X, O, O, O, O, O, O, O, O, O, T, O, O, 	S		1	hello, i really like movies. how about we talk about movies
tktk1361		U		2	what kind of movies do you like?
tktk1362	O, T, X, O, T, O, O, O, O, O, T, O, O, O, T, T, O, T, O, O, T, O, O, O, O, O, O, O, O, O, 	S		3	do you like super hero movies or disney movies?
tktk1363		U		4	ive watched a lot of super hero movies.
tktk1364	O, X, X, O, O, T, T, O, O, O, O, O, O, T, O, O, X, O, O, O, O, O, O, O, O, O, O, T, O, O, 	S		5	my favorite super hero is captain america.
tktk1365		U		6	yeah, hes pretty cool.
tktk1366	O, T, X, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, 	S		7	i really like the first avenger movie, have you seen it before?
tktk1367		U		8	yes, but i liked the second one better.
tktk1368	O, X, X, O, O, T, T, T, O, O, O, X, T, T, O, O, X, O, O, O, T, O, O, O, O, O, O, O, O, O, 	S		9	i really liked the first avenger movie. when iron man came back alive, i cried for it.
tktk1369		U		10	weird, but okay.
tktk1370	O, X, X, O, O, O, O, T, O, O, O, T, O, O, O, O, O, O, O, O, T, O, O, O, T, O, T, O, O, O, 	S		11	have you seen captain america: civil war?
tktk1371		U		12	yes, i have.
tktk1372	X, O, X, X, X, X, O, O, X, X, X, X, T, O, X, T, X, X, T, O, T, X, X, X, O, O, O, T, X, T, 	S		13	ok, when do you time
tktk1373		U		14	i time whenever i want.
tktk1374	X, X, X, O, O, T, O, O, O, O, O, O, O, T, T, X, X, X, O, O, O, T, O, T, O, O, O, O, O, T, 	S		15	my friend just saw captain america: civil war. he told me it is a really nice one, much better than the previous captain america movie.
tktk1375		U		16	like i did, previously?
tktk1376	O, T, X, X, T, O, T, X, X, X, X, X, X, O, X, X, O, X, T, O, X, T, O, X, O, T, O, O, X, X, 	S		17	i probably own more than 50 firearms. can we talk about something else?
tktk1377		U		18	that seems like a non-sequitur. but what do you want to talk about?
tktk1378	O, T, X, O, O, O, O, O, O, O, T, X, X, O, T, T, O, T, O, O, O, O, O, X, O, X, T, O, O, X, 	S		19	what is non-sequitur?
tktk1379		U		0	hello how are you today?
tktk1380	O, O, T, T, X, O, X, X, T, X, O, X, X, O, O, O, T, T, O, O, T, T, O, O, O, O, T, T, T, O, 	S		1	hello, i really like politics. how about we talk about politics
tktk1381		U		2	okay, who are you going to vote for in the presidential race?
tktk1382	X, X, X, X, X, X, X, X, X, X, X, X, X, X, T, X, O, T, O, X, X, T, X, T, X, X, X, X, X, X, 	S		3	well it s great.
tktk1383		U		4	i asked you a question about your vote.
tktk1384	T, X, T, X, O, T, O, X, T, X, X, O, X, O, T, T, O, T, T, X, T, X, T, O, X, X, O, T, X, O, 	S		5	oh , what?
tktk1385		U		6	who do you like as president?
tktk1386	T, X, O, X, O, O, O, X, T, O, X, O, X, O, O, X, T, O, O, T, O, O, O, O, T, T, O, T, X, X, 	S		7	well , there s only one person that i like at all of them.
tktk1387		U		8	which one do you like?
tktk1388	X, X, X, X, X, X, X, X, T, O, X, T, X, X, X, T, X, T, O, T, X, T, T, T, X, T, X, X, X, T, 	S		9	i have a new name that you just gave me.
tktk1389		U		10	i never gave you a name.
tktk1390	O, X, T, T, T, X, X, X, X, O, O, X, X, O, X, O, O, O, O, T, O, T, T, T, X, X, T, X, X, O, 	S		11	ok. can you tell me something about sports
tktk1391		U		12	yeah, my home town baseball team won the world series last year.
tktk1392	O, O, O, O, O, O, O, X, O, O, O, O, T, O, O, O, T, O, O, T, O, X, O, O, T, T, O, X, X, O, 	S		13	lets talk more about that?
tktk1393		U		14	it was really exciting.  we hadnt won the world series in 30 years.
tktk1394	X, T, O, X, X, T, X, X, O, O, X, X, X, T, O, X, X, O, T, T, X, T, O, O, T, O, T, X, X, X, 	S		15	we sure did , dear.
tktk1395		U		16	what sports do you like?
tktk1396	T, X, T, X, O, T, X, X, T, X, X, T, X, O, T, X, X, O, X, T, T, X, T, O, T, X, X, X, X, X, 	S		17	anything that sounds good when i m getting high.
tktk1397		U		18	you should just say no to drugs.
tktk1398	T, X, O, O, T, T, X, X, O, O, X, O, X, T, O, X, O, T, X, O, X, O, O, O, X, T, T, X, X, O, 	S		19	drugs and alcohol.
tktk1399		U		0	i am tired today.
tktk1400	O, X, T, X, T, X, X, T, X, T, T, O, X, T, X, O, X, T, T, X, O, X, T, T, T, X, X, X, T, T, 	S		1	ok. can you tell me something about pittsburgh
tktk1401		U		2	what is your obessions with pittsburgh? its a shitty place!
tktk1402	O, T, T, X, X, T, X, T, X, X, O, X, X, X, X, T, X, T, X, X, X, X, T, O, X, X, X, X, T, T, 	S		3	uhh, i cant answer this. let me tell you something, i never make the same mistake twice. i make it five and six times, just to be sure.
tktk1403		U		4	you are repeating yourself.
tktk1404	O, O, T, X, T, O, X, O, X, T, O, X, T, X, T, O, T, O, T, O, X, X, O, O, X, X, O, X, T, T, 	S		5	i repeat myself repeat myself.
tktk1405		U		6	okay, that was clever.
tktk1406	O, X, T, X, T, T, X, T, X, X, O, X, X, T, X, T, X, X, T, X, X, X, T, X, X, T, X, X, X, X, 	S		7	uhh, i cant answer this. let me tell you something, do not argue with an idiot. he will drag you down to his level and beat you with experience.
tktk1407		U		8	youre witty in a silly way.
tktk1408	O, T, X, X, X, X, X, O, X, X, O, O, T, T, T, T, X, O, O, T, O, X, T, T, X, T, X, X, X, X, 	S		9	do you like to play some board games together next time
tktk1409		U		10	lets play exploding kittens!
tktk1410	O, X, T, X, X, T, X, O, X, X, O, T, T, T, X, O, T, T, T, X, X, X, O, T, X, X, X, T, T, T, 	S		11	i dont know. thats interesting.
tktk1411		U		12	do you know that game?
tktk1412	O, X, X, X, T, X, X, X, X, X, T, T, X, T, X, X, X, X, T, X, X, X, X, X, X, X, X, X, X, X, 	S		13	no, i had no idea there was a camera set up.
tktk1413		U		14	what camera?
tktk1414	O, X, X, X, X, X, X, X, X, X, X, O, X, X, X, T, X, X, O, X, O, X, X, X, T, T, X, T, T, T, 	S		15	thats interesting. can you tell me something about your life
tktk1415		U		16	im getting married in may.
tktk1416	O, X, T, X, X, X, X, X, X, X, T, O, X, T, X, T, X, T, O, X, O, X, X, T, T, O, X, O, T, T, 	S		17	do you want to go to my friends party tonight
tktk1417		U		18	you are a strange machine.
tktk1418	O, X, X, X, X, X, X, X, X, X, O, T, X, X, X, T, X, X, O, X, X, X, T, X, X, X, O, X, X, X, 	S		19	well, you know, im not sure. let me tell you something, we live in a society where pizza gets to your house before the police.
tktk1419		U		0	what type of computer being are you?
tktk1420	X, X, X, X, X, X, X, X, T, X, X, X, T, X, O, X, X, X, X, X, O, X, X, X, T, X, X, T, X, X, 	S		1	yes.
tktk1421		U		2	do you have human friends?
tktk1422	O, T, O, X, X, X, O, T, T, O, X, T, O, O, O, X, T, X, T, T, O, X, X, T, O, O, O, O, X, O, 	S		3	oh, of course. whats your idea?
tktk1423		U		4	what color is the sky?
tktk1424	O, O, T, X, T, X, O, X, T, T, T, X, O, X, O, X, T, T, O, O, O, X, X, O, T, T, X, O, X, T, 	S		5	my favorite one is blue
tktk1425		U		6	what animal makes hoot sounds?
tktk1426	O, T, T, X, T, X, O, O, O, O, T, X, O, X, O, X, X, O, T, T, T, X, X, T, T, T, X, X, X, X, 	S		7	uhh, i cant answer this. let me tell you something, politicians and diapers have one thing in common. they should both be changed regularly, and for the same reason.
tktk1427		U		8	haha -- that is very funny!
tktk1428	O, O, T, X, X, O, O, O, O, O, O, O, O, X, O, X, O, T, T, O, O, X, X, T, T, O, T, O, X, T, 	S		9	yeah, its part of the gig.
tktk1429		U		10	can you play chess?
tktk1430	O, T, O, X, T, O, O, T, T, X, T, O, O, O, O, X, O, T, O, O, T, X, X, O, T, O, O, O, X, O, 	S		11	absolutely, i can play anyone with a college education even though i didnt have one. whats your idea?
tktk1431		U		12	can you read?
tktk1432	O, O, O, X, T, X, O, O, O, O, T, T, O, O, O, X, O, T, T, O, O, X, X, O, T, O, O, O, X, O, 	S		13	uh-huh, i do. what do you think?
tktk1433		U		14	if you could have feelings, what would you like to experience?
tktk1434	O, O, T, X, X, O, O, X, O, X, O, X, O, O, O, X, X, T, X, T, X, X, X, X, T, O, X, X, X, X, 	S		15	i would have done exactly what obama did and use our special forces, who are some of our smartest and best trained soldiers, to begin the effort to track down osama bin laden and his lieutenants and bring them to justice. what do you think?
tktk1435		U		16	no, i disagree because i am a pacifist who believes that our country should not force our beliefs on other nations
tktk1436	X, T, O, X, X, X, O, X, O, O, T, T, O, O, O, X, T, T, T, O, O, X, X, T, T, T, T, T, X, O, 	S		17	well, you know, im not sure. what do you think about movies
tktk1437		U		18	i do not enjoy movies
tktk1438	O, T, X, X, X, X, O, X, O, O, T, T, T, X, O, X, T, X, T, X, X, X, X, T, T, X, X, X, X, X, 	S		19	i certainly try.
tktk1439		U		0	hello
tktk1440	O, O, O, O, O, O, O, T, O, O, O, O, O, O, O, O, O, X, O, O, O, O, O, O, O, O, O, O, O, O, 	S		1	hello, i really like movies. how about we talk about movies
tktk1441		U		2	what do you think about captan america?
tktk1442	O, O, O, T, T, O, O, X, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, 	S		3	i really like it.
tktk1443		U		4	what do you think about batman vs superman?
tktk1444	O, T, T, O, T, O, O, X, T, O, T, T, O, O, T, T, O, X, O, T, T, O, T, T, O, X, O, T, X, T, 	S		5	i love his black eyes.
tktk1445		U		6	ok great
tktk1446	O, O, T, X, X, O, O, X, T, T, X, O, O, T, T, O, O, O, O, T, T, O, O, T, O, T, O, O, T, O, 	S		7	thank you.
tktk1447		U		8	youre welcome
tktk1448	O, O, X, O, T, O, O, T, O, O, X, O, O, O, O, O, O, X, O, O, O, O, O, O, O, O, O, O, T, O, 	S		9	do you like super hero movies or disney movies?
tktk1449		U		10	disney movies
tktk1450	O, O, X, X, X, O, O, X, T, O, X, T, O, O, O, O, T, X, O, T, X, X, X, T, T, T, T, T, X, X, 	S		11	i dont know. can you tell me something about music
tktk1451		U		12	do you like rap music?
tktk1452	O, T, X, T, O, O, O, O, T, O, T, X, O, O, T, T, T, X, O, O, T, T, T, T, T, T, T, X, T, X, 	S		13	thats interesting. can we talk about something else?
tktk1453		U		14	yes
tktk1454	O, X, X, O, T, O, O, O, X, T, X, T, O, O, X, T, T, X, O, T, T, T, X, X, O, X, T, X, X, X, 	S		15	okay what time
tktk1455		U		16	whats your name?
tktk1456	O, T, X, X, T, O, T, T, T, O, T, T, T, T, X, T, T, X, O, X, T, X, T, T, X, T, X, X, X, X, 	S		17	white trash name.
tktk1457		U		18	wtf!
tktk1458	O, O, X, T, T, O, O, T, O, O, T, O, O, T, X, T, O, X, O, O, O, X, O, O, X, X, X, O, O, X, 	S		19	what is wtf?
tktk1459		U		0	hello
tktk1460	T, O, O, O, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, 	S		1	hello, i really like movies. how about we talk about movies
tktk1461		U		2	we can do that
tktk1462	O, T, O, O, T, X, O, T, O, O, T, T, O, O, O, X, X, O, O, O, T, T, X, X, O, X, T, T, T, O, 	S		3	we do.
tktk1463		U		4	ok then
