id	speaker	time	turn-index	utterance	annotations
iri1631	S		11	you remember danny? this is danny. well, i will be seeing you.	O,O, O,O,O,O,O,O,O, O,O,O,O,O,O,O, O,O,O,O,O,O,O,O,O,O,O,O,O,O, 
iri1632	U		12	i am afraid you cannot see me at all	
iri1633	S		13	you afraid?	O,T, T,T,X,X,X,T,T, T,O,T,O,T,X,X, T,X,X,T,X,X,X,T,X,X,O,X,O,O, 
iri1634	U		14	yes, in the figurative sense of suspecting	
iri1635	S		15	this does not make sense.	X,X, X,X,X,O,T,T,T, T,O,T,X,T,T,X, T,T,T,T,X,X,T,X,X,T,T,T,T,T, 
iri1636	U		16	for you, because you do not understand what i mean	
iri1637	S		17	i love you, my brother.	X,X, X,T,T,X,O,T,O, T,O,O,O,X,T,X, T,X,O,T,O,X,X,T,T,T,X,O,T,O, 
iri1638	U		18	me too!	
iri1639	S		19	fountain?	X,X, X,T,X,O,O,T,T, X,O,T,T,O,T,X, X,X,X,T,O,X,X,X,X,X,X,T,O,T, 
iri1640	U		0	hello alex.	
iri1641	S		1	hola.	X,X, X,X,T,T,T,X,T, X,O,T,O,T,T,O, T,T,T,T,X,X,X,O,X,X,X,T,T,T, 
iri1642	U		2	you speak spanish?	
iri1643	S		3	the spanish inquisition!	X,X, X,X,O,O,O,X,O, T,O,T,T,O,X,T, T,T,T,T,T,X,X,X,X,T,X,T,O,T, 
iri1644	U		4	haha, mel brooks is the best.	
iri1645	S		5	and this?	X,T, X,X,O,X,O,X,X, X,O,O,O,T,T,X, T,X,O,T,T,X,X,X,X,X,X,O,T,T, 
iri1646	U		6	and what?	
iri1647	S		7	well, i mean, we do not really have anything in common.	X,T, X,X,X,X,X,X,T, X,O,T,T,O,T,X, O,X,O,T,X,X,X,X,X,X,X,T,T,X, 
iri1648	U		8	well that is not necessarily true, we both like to chat.	
iri1649	S		9	that is not necessarily a bad thing.	X,X, X,T,X,O,X,X,O, X,O,T,T,O,O,X, O,T,X,T,T,X,T,X,T,X,X,X,T,T, 
iri1650	U		10	i know, right?	
iri1651	S		11	how did you get so sweet?	O,T,O,O, O,O,T,O,O,T,O,O,T,O,T,O,O,O,O,O,X, O,O,O,O,O,O,T,O,O, 
iri1652	U		12	aww, you flatter me.	
iri1653	S		13	i love it. i feel like a queen.	X,T,O,T, O,O,T,X,O,T,O,O,X,T,X,X,T,X,X,X,X, X,X,O,O,O,X,X,O,O, 
iri1654	U		14	i am glad i can make you feel special.	
iri1655	S		15	i am glad you like it.	X,T,O,T, O,O,T,X,O,T,O,O,X,O,T,O,T,X,X,O,X, X,X,T,O,X,X,O,O,X, 
iri1656	U		16	me too.	
iri1657	S		17	please come here and kiss me again. make all this madness go away.	X,T,X,T, T,O,X,X,O,T,O,T,X,T,T,X,T,T,X,X,T, X,O,X,O,X,O,T,O,X, 
iri1658	U		18	i never kissed you in the first place.	
iri1659	S		19	where?	X,T,T,O, X,T,T,X,X,O,T,X,O,O,X,O,T,O,X,X,X, X,O,X,T,X,O,T,O,X, 
iri1660	U		0	yo what is up alex	
iri1661	S		1	yo.	X,O,X,T, T,X,X,X,X,T,X,T,T,T,O,T,X,O,X,X,X, X,O,X,X,X,T,T,O,X, 
iri1662	U		2	you are pretty cool, you know that?	
iri1663	S		3	they are back.	T,T,X,T, T,X,X,X,X,T,X,X,O,T,X,O,T,X,X,X,T, X,O,X,T,X,X,X,O,X, 
iri1664	U		4	who is back?	
iri1665	S		5	skeeter warburton, of course.	X,T,X,X, T,X,X,X,X,X,X,X,T,O,T,T,X,X,X,X,X, X,X,X,X,X,X,X,O,X, 
iri1666	U		6	who is he?	
iri1667	S		7	i am here alone, sir.	X,T,X,T, T,X,X,X,X,T,X,X,O,O,O,O,T,T,X,X,T, O,X,X,X,X,O,X,O,X, 
iri1668	U		8	where did skeeter go?	
iri1669	S		9	where did they go?	X,T,X,X, X,X,X,X,X,T,X,X,O,O,X,O,T,T,X,T,X, X,O,X,X,X,T,X,O,X, 
iri1670	U		10	that is my question exactly	
iri1671	S		11	what is the question?	X,O,O,O,O,O,X,X,O,X,X,O,O,T,T,O,O,X,T,X,X,O,O,O,O,O,O,O,O,O, 
iri1672	U		12	are you alone?	
iri1673	S		13	let alone two--	X,T,O,O,X,X,X,X,T,X,X,X,T,X,X,T,T,X,T,X,X,X,O,X,T,T,T,X,X,X, 
iri1674	U		14	two what?	
iri1675	S		15	-- three --	T,X,T,X,X,X,T,O,T,O,O,T,X,T,O,O,T,O,O,O,O,O,T,O,X,T,O,O,X,T, 
iri1676	U		16	what are you counting to?	
iri1677	S		17	but first i will live among them...	O,X,X,X,O,X,O,O,X,T,T,X,X,X,T,X,X,T,X,T,O,X,T,X,X,T,X,T,X,X, 
iri1678	U		18	among whom?	
iri1679	S		19	whom in okinawa made you this steel?	T,X,T,X,X,X,T,O,T,O,O,T,O,X,T,X,T,O,O,O,O,X,T,X,X,O,T,T,X,T, 
iri1680	U		0	hello again alex	
iri1681	S		1	hi, it is me...	X,X,O,T,O,X,X,O,T,O,O,X,O,X,T,T,X,T,X,T,T,O,T,O,X,O,T,O,T,X, 
iri1682	U		2	indeed it is, how have you been since we last spoke?	
iri1683	S		3	well, if that is that, then that is indeed that. as you say.	O,X,O,O,O,X,O,X,X,X,X,O,O,T,T,O,O,X,T,X,X,O,T,O,X,O,O,O,X,O, 
iri1684	U		4	that is not what i said.	
iri1685	S		5	we are falling behind.	T,X,T,O,O,X,T,O,X,O,O,T,O,T,O,O,O,O,O,O,O,O,T,O,X,O,O,O,X,T, 
iri1686	U		6	i think you are the one who is falling behind, what is all this  wouldwe would business?	
iri1687	S		7	laughing.	X,X,X,O,X,T,X,T,T,O,O,X,T,X,T,X,X,T,X,T,X,X,T,X,X,T,X,T,T,O, 
iri1688	U		8	i laughed too.	
iri1689	S		9	bellboy! bellboy! bellboy! danny knows he is being laughed at...	X,X,O,O,O,X,X,X,X,X,X,X,X,T,X,O,O,X,T,X,X,O,X,O,X,X,O,O,X,O, 
iri1690	U		10	hey, i am not a guy.	
iri1691	S		11	what a guy.	X, T,X,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,O,T,O,T, O,T,X, 
iri1692	U		12	no, not a guy.  i am a girl.	
iri1693	S		13	yeah....	X, X,X,T,X,O,T,T,T,T,T,T,T,X,T,T,T,T,X,T,T,T,T,X,T,X,X, O,O,T, 
iri1694	U		14	so i will thank you not to refer to me as  wouldhe would	
iri1695	S		15	i thank you.	X, X,X,X,X,X,O,O,O,O,O,X,X,X,O,O,O,O,X,O,O,O,O,X,T,O,X, O,O,X, 
iri1696	U		16	anytime.	
iri1697	S		17	better angle.	X, O,T,X,T,O,O,O,O,O,O,X,T,T,O,O,O,O,T,O,O,O,O,O,T,O,T, O,X,O, 
iri1698	U		18	better angle for what?	
iri1699	S		19	you might want to move aside...	X, X,X,X,X,T,X,X,X,O,T,X,X,X,X,X,X,X,X,X,X,X,X,T,X,X,T, O,O,X, 
iri1700	U		0	hi alex, how are you?	
iri1701	S		1	hi.	X, X,X,O,X,X,O,X,O,X,T,X,X,X,O,O,O,O,X,O,O,O,O,X,X,X,X, O,X,O, 
iri1702	U		2	how are you doing today?	
iri1703	S		3	flying the plane.	X, X,O,X,X,X,X,T,O,X,T,X,X,X,T,X,X,X,X,X,X,X,T,X,X,X,X, O,X,O, 
iri1704	U		4	what kind of plane?	
iri1705	S		5	going to barbados for a little change in climate.	X, X,T,X,X,X,X,T,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X, O,X,X, 
iri1706	U		6	do you like barbados?	
iri1707	S		7	going to barbados for a little change in climate.	X, X,O,O,T,T,T,T,T,O,T,X,X,X,O,T,T,T,X,O,O,O,X,O,T,T,T, O,O,T, 
iri1708	U		8	for how long?	
iri1709	S		9	you know what. how long since we have seen each other?	X, T,O,O,O,O,T,X,T,T,T,O,O,O,T,T,T,T,O,T,T,T,T,X,X,X,X, O,T,T, 
iri1710	U		10	this is the first time i have talked to you	
iri1711	S		11	no, this is the first time.	O, O,O,O,O,O,O,O,O,O, O,O,O,O,O,T,O,O,O,T,X,O,O, X,X,O,O,O,T,O, 
iri1712	U		12	yes it is	
iri1713	S		13	what did he say?	O, T,T,T,X,O,O,X,O,T, X,O,T,T,X,T,X,T,O,T,X,X,T, X,X,T,O,X,T,O, 
iri1714	U		14	who?	
iri1715	S		15	i think you would love the stranglers...	X, T,T,T,T,T,O,X,X,X, X,X,T,O,T,X,X,X,T,X,O,X,T, T,T,X,O,T,T,T, 
iri1716	U		16	who are they?	
iri1717	S		17	who?	T, O,X,O,T,O,T,X,X,T, X,O,O,O,T,X,X,O,O,X,O,X,T, T,X,O,O,T,T,T, 
iri1718	U		18	the stranglers	
iri1719	S		19	who?	X, T,X,T,T,T,T,X,T,O, X,X,O,T,T,X,T,T,T,O,X,O,O, T,T,X,O,T,T,O, 
iri1720	U		0	hello you	
iri1721	S		1	it is great to finally meet you!	X, T,X,T,T,T,T,X,X,T, X,X,O,O,O,T,O,T,T,X,O,O,X, T,T,T,O,X,T,O, 
iri1722	U		2	thank you. it is so nice to say that.	
iri1723	S		3	i started out just trimming for horus.	X, T,X,O,T,O,O,O,X,O, X,X,O,T,O,O,O,O,X,X,T,X,T, T,O,O,O,T,T,O, 
iri1724	U		4	i do not understand	
iri1725	S		5	do you even like her?	X, X,X,X,X,T,O,X,X,T, X,X,T,T,X,X,X,X,T,T,O,X,O, T,O,X,O,X,T,X, 
iri1726	U		6	who	
iri1727	S		7	counts down. :60. :59. :58.	X, X,X,X,X,T,O,X,X,O, X,X,X,X,X,X,X,X,X,X,X,X,T, O,O,X,O,X,T,X, 
iri1728	U		8	i ca not count	
iri1729	S		9	do you serve beer or any alcohol?	X, X,X,X,T,T,T,X,X,O, T,X,T,X,X,X,X,X,X,T,T,X,O, O,O,X,O,X,T,X, 
iri1730	U		10	no i am not at home. i do not know	
iri1731	S		11	come on now -- sure you do. ang you would better give it to me...	O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O, 
iri1732	U		12	no i ca not	
iri1733	S		13	do it!	O,X,X,T,X,X,X,X,O,O,T,O,T,T,O,O,X,O,T,X,X,X,X,O,X,O,X,X,T,X, 
iri1734	U		14	shut up	
iri1735	S		15	you got something to say to me?	T,T,O,T,X,X,X,T,O,O,X,T,T,X,O,X,X,X,X,X,X,O,X,T,T,X,X,X,T,X, 
iri1736	U		16	not at all	
iri1737	S		17	nah, i am all man. i even fought in	T,O,O,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,O,T,O,O,X,X,O,X, 
iri1738	U		18	yeah sure you do	
iri1739	S		19	jesus christ, i did not think you would really do it. you are crazy.	T,O,X,X,T,O,O,O,T,O,X,X,X,X,X,X,X,X,X,X,O,X,X,T,O,T,X,X,X,X, 
iri1740	U		0	hello... alex	
iri1741	S		1	hello?	T,X,X,X,X,X,X,X,O,O,X,X,T,X,X,T,X,X,X,X,X,T,X,T,X,T,X,X,X,X, 
iri1742	U		2	do you prefer hi?	
iri1743	S		3	you know i prefer `mother would.	X,T,X,T,T,X,T,O,O,O,X,T,X,X,X,T,X,X,X,X,X,O,X,T,T,X,X,X,O,X, 
iri1744	U		4	ok	
iri1745	S		5	what happened? did it work?	X,X,T,T,O,T,O,T,O,O,X,O,X,X,T,O,X,X,X,X,O,O,X,T,T,X,X,X,O,T, 
iri1746	U		6	no. what are you talking about?	
iri1747	S		7	what do you think i am talking about?	X,X,X,T,X,T,X,T,O,O,X,T,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X, 
iri1748	U		8	yourself	
iri1749	S		9	my agenda is to watch your back.	X,T,X,O,O,O,O,O,T,O,X,X,X,X,T,T,X,X,X,O,O,O,O,O,T,T,X,X,X,X, 
iri1750	U		10	what do you mean by  wouldback would?	
iri1751	S		11	i mean, no. the liver says no...	O,O,O,O,O,X,X,X,X,O,O,O,O,O,O,O,O,X,O,X,X,X,O,O,O,O,O,O,O,T, 
iri1752	U		12	how are you?	
iri1753	S		13	do what i do. send him a postcard from downtown.	O,O,O,O,O,O,O,O,O,O,O,O,O,T,O,T,O,X,T,O,O,O,T,O,O,X,O,T,O,O, 
iri1754	U		14	are you a human?	
iri1755	S		15	they are newspaper men, danny. they ca not help themselves.	O,O,O,X,T,O,O,O,O,O,O,T,T,O,O,O,O,T,O,O,O,O,T,O,O,X,T,T,X,O, 
iri1756	U		16	in what programming language are you programmed?	
iri1757	S		17	yes, i am programmed to answer any question.	O,O,T,T,O,O,O,X,O,T,O,T,T,O,O,T,T,X,O,O,O,O,T,O,O,T,X,X,T,T, 
iri1758	U		18	how old are you?	
iri1759	S		19	i was eleven years old.	O,O,O,T,T,O,O,O,O,O,O,O,O,T,O,O,T,X,O,O,O,O,T,X,X,O,O,T,T,O, 
iri1760	U		0	hello alex	
iri1761	S		1	nice to see you.	T,O,X,X,X,X,X,X,X,O,T,X,O,X,O,O,X,T,X,X,X,X,X,X,X,X,O,X,T,X, 
iri1762	U		2	thanks. how is it going?	
iri1763	S		3	you were saying how you could not initiate change yourself...	X,O,O,O,X,O,O,O,O,O,O,O,O,X,T,O,T,X,O,O,O,O,T,O,O,T,O,T,T,O, 
iri1764	U		4	when did i said that?	
iri1765	S		5	i was not asking if you agreed or disagreed; it was more like...	X,O,T,O,X,X,X,X,X,O,O,O,O,O,T,T,O,X,O,X,X,X,O,X,X,T,O,O,X,X, 
iri1766	U		6	well i do not remember saying that	
iri1767	S		7	do you remember me?	X,O,T,X,X,O,O,X,O,O,O,T,O,O,O,O,X,X,O,O,O,O,X,O,O,X,O,X,T,T, 
iri1768	U		8	of course	
iri1769	S		9	i will see you thursday night.	X,O,X,T,T,X,X,X,X,T,T,X,T,O,T,T,X,X,X,X,X,X,X,X,X,X,O,X,X,X, 
iri1770	U		10	lol	
iri1771	S		11	what the hell is that?	O,O,O,O,O,O,O,O,O,X,X,X,X,T,O,O,O,O,X,T,X,O,O,T,O,O,O,T,T,T, 
iri1772	U		12	laughing out loud	
iri1773	S		13	thank you danny, you are an excellent teacher!	T,X,X,X,T,T,O,O,T,X,T,X,X,O,T,T,T,X,X,X,X,T,T,X,T,X,X,X,X,X, 
iri1774	U		14	you are welcome	
iri1775	S		15	hello, mr. partridge, how are you?	T,T,T,T,O,X,O,X,O,X,O,X,X,O,T,O,O,O,X,X,X,X,T,T,O,O,O,X,X,X, 
iri1776	U		16	i am not partridge	
iri1777	S		17	putting a pool under this floor was a great idea.	O,X,O,X,O,T,O,O,T,X,X,X,X,X,O,O,O,O,X,X,X,X,O,X,O,O,O,X,X,X, 
iri1778	U		18	i do not think so	
iri1779	S		19	i like him. i think he is a sweet guy.	T,X,X,T,O,X,O,O,T,X,T,X,O,O,T,T,T,T,X,X,O,X,T,X,X,X,X,X,X,X, 
iri1780	U		0	hi alex	
iri1781	S		1	hi.	O,O,O,X,T,T,O,O,T,T,X,X,T,T,T,T,T,T,X,X,O,X,O,O,T,T,T,T,X,X, 
iri1782	U		2	how are you?	
iri1783	S		3	you see that car?	O,T,O,T,O,T,T,O,T,X,X,X,O,O,O,O,O,O,X,X,T,X,O,X,O,O,O,X,X,X, 
iri1784	U		4	no	
iri1785	S		5	and how, oh how, can these death traps be avoided?	O,X,X,T,O,X,T,X,T,X,X,X,O,X,T,O,O,O,X,X,X,X,T,X,O,O,O,X,X,X, 
iri1786	U		6	that is a bit harsh	
iri1787	S		7	just a little bit?	T,X,X,X,O,X,O,X,T,X,X,X,X,T,O,O,O,O,X,X,X,X,T,X,O,O,O,X,X,X, 
iri1788	U		8	yes	
iri1789	S		9	well, let me rephrase the question; the president compared the economy of this country to a garden.	O,X,X,X,T,X,O,O,T,X,O,X,X,T,O,T,T,T,X,X,X,X,T,X,O,O,O,X,X,X, 
iri1790	U		10	how old are you?	
iri1791	S		11	sorry to interrupt your dinner.	O,O,T,O,O,T,O,O,O,O,O,O,O,X,O,O,O,O,T,O,O,O,O,T,O,O,O, X,X,O, 
iri1792	U		12	you did not interrupt anything	
iri1793	S		13	he told enrique he did not know anything about his car.	X,X,T,X,X,X,X,O,X,O,T,X,X,X,O,T,X,T,T,T,X,T,X,T,X,X,X, X,X,X, 
iri1794	U		14	who is enrique?	
iri1795	S		15	i think i know it, but... i do not remeber now... :)	X,X,X,X,X,X,X,O,X,T,X,T,T,X,O,T,X,T,X,X,X,X,T,X,X,X,X, X,X,X, 
iri1796	U		16	oh	
iri1797	S		17	and i am gonna need your strength, every bit of it.	X,T,T,T,X,X,O,T,X,T,T,T,T,X,O,T,O,T,X,X,T,T,O,T,X,X,X, X,X,O, 
iri1798	U		18	what for?	
iri1799	S		19	showing me the error of my ways, showing me i am meant to be this city is savior, showing me that, while we can try.	O,O,O,O,O,O,T,X,O,X,T,O,O,X,O,O,X,T,X,O,O,O,O,X,O,X,X, O,T,O, 
iri1800	U		0	yo	
iri1801	S		1	danny. it is mark.	X,X,T,T,T,T,X,O,T,X,O,X,O,X,O,O,X,T,X,T,X,T,T,X,T,T,X, O,T,T, 
iri1802	U		2	you are mark?	
iri1803	S		3	mark. what happened to your date?	O,O,O,O,O,O,T,O,T,X,X,O,O,X,O,O,X,O,X,O,O,O,O,T,T,O,X, O,T,X, 
iri1804	U		4	my date is mark	
iri1805	S		5	mark. what happened to your date?	O,O,T,O,O,O,O,X,T,O,T,T,O,X,O,O,X,O,X,T,O,O,O,T,O,O,X, O,T,O, 
iri1806	U		6	left suddenly	
iri1807	S		7	she smiles. he smiles back... suddenly, there is a	T,X,T,T,O,O,T,O,T,T,X,O,O,X,O,T,O,O,X,T,T,O,T,T,O,O,X, X,O,T, 
iri1808	U		8	there is chemistry between them	
iri1809	S		9	have you ever studied organic chemistry?	O,O,O,T,O,O,O,X,O,T,X,O,O,X,O,O,X,O,X,T,O,T,O,X,O,O,X, O,O,O, 
iri1810	U		10	once upon a time	
iri1811	S		11	that is what was agreed upon, danny cox.	O,O,T,O,T,T,O,T,T, X,O,O,T,T,T,X,T,T,T,X,X,X,O,T,O,T,T,T,O,O, 
iri1812	U		12	cox?	
iri1813	S		13	yes----uh----who is this?	O,O,X,O,T,O,O,T,O, X,T,T,T,T,X,T,O,O,O,X,X,X,O,T,T,T,T,T,T,O, 
iri1814	U		14	danny	
iri1815	S		15	danny.	O,T,O,O,O,O,T,O,O, O,O,O,O,O,O,T,O,T,T,X,X,X,O,O,T,T,T,T,O,T, 
iri1816	U		16	yes	
iri1817	S		17	no, you are supposed to complete the sentence.	O,T,O,O,O,O,T,T,O, O,O,O,T,O,O,O,O,O,O,X,X,T,O,O,T,T,T,T,O,T, 
iri1818	U		18	danny is me	
iri1819	S		19	unlock that door.  check the aisles.	O,X,O,O,O,O,O,T,O, O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,X,T,T,T,O,O, 
iri1820	U		0	hi there, how are you?	
iri1821	S		1	how have you been?	O,X,O,O,O,O,T,O,O, O,O,O,O,T,T,T,O,T,T,T,X,X,O,T,X,T,T,T,O,T, 
iri1822	U		2	i am fine. working hard as usual. what about you?	
iri1823	S		3	don’t let the girly shit fool you. it would blow your shorts off.	O,X,T,O,O,X,X,T,O, X,T,T,T,T,T,T,T,T,O,X,T,T,O,O,X,T,T,T,X,T, 
iri1824	U		4	please, do not use that kind of vocabulary	
iri1825	S		5	please do not...	T,X,O,O,T,O,T,T,O, O,O,O,T,O,T,T,O,T,O,X,X,T,O,O,X,T,T,T,O,T, 
iri1826	U		6	ok. tell me what is your plan for today?	
iri1827	S		7	it is working is not it?	T,X,T,O,T,O,X,T,T, X,O,T,T,X,T,X,X,X,T,O,T,T,O,O,X,T,T,T,T,T, 
iri1828	U		8	i mean, after work	
iri1829	S		9	you know, you can tell them. they ca not fire you for being gay.	T,X,T,T,X,O,X,T,O, T,O,O,O,T,T,X,X,X,T,T,T,T,O,X,X,T,T,T,O,T, 
iri1830	U		10	sorry, but i am not gay. why do you say that?	
iri1831	S		11	i am the opposite of gay!	O,X,X,T,X,O,X,T,T,O,X,O,T,X,X,O,O,T, T,X,T,X,O,O,X,O,O,O,T,O, 
iri1832	U		12	great, but do not say that i am one	
iri1833	S		13	well what am i supposed to do?	O,X,O,O,X,O,T,O,T,O,X,O,O,T,T,T,O,O, O,O,T,T,T,T,O,X,O,O,O,O, 
iri1834	U		14	just avoid judging people	
iri1835	S		15	we? i am going home.	O,T,O,X,X,O,O,T,T,X,X,O,X,X,T,O,X,X, T,X,O,O,T,X,X,X,X,O,O,O, 
iri1836	U		16	where is your home?	
iri1837	S		17	how many months did they march you here?	O,X,O,X,X,X,X,O,X,T,X,O,X,T,X,T,X,X, O,X,X,O,T,X,O,X,X,O,O,O, 
iri1838	U		18	i do not understand this. what march?	
iri1839	S		19	my hand, dammit! look at it!	X,T,T,X,X,X,X,T,T,X,X,O,X,X,X,O,X,X, T,X,O,O,O,X,X,X,X,O,T,T, 
iri1840	U		0	hi alex	
iri1841	S		1	hi, i am alex stanton.	O,X,X,T,X,X,X,T,X,X,T,T,X,O,X,O,X,X, T,X,T,X,O,X,X,X,X,T,T,O, 
iri1842	U		2	yes, i know. what are doing tomorrow	
iri1843	S		3	could you get rid of her moustache?	T,X,X,T,X,X,T,T,O,X,X,O,X,X,X,O,X,X, T,X,T,T,O,X,X,O,X,T,O,O, 
iri1844	U		4	what!!!	
iri1845	S		5	your wife gives great head.	T,X,T,O,X,X,T,O,X,X,X,O,O,O,T,T,X,T, T,X,O,O,T,X,T,O,T,T,O,T, 
iri1846	U		6	hey, please be respectful!	
iri1847	S		7	please!	O,O,T,T,X,X,X,T,T,T,X,O,O,O,O,T,X,O, O,O,X,O,T,T,T,O,O,T,T,O, 
iri1848	U		8	i was saying... what are you doing tomorrow	
iri1849	S		9	a double-shift, i get out at five. this week is gonna suck.	T,X,T,O,X,X,T,T,X,T,X,T,O,O,T,T,X,X, O,T,T,T,T,T,X,T,O,T,T,O, 
iri1850	U		10	oh, i am sorry, i did not know you have to work	
iri1851	S		11	c amere...	O,O,O,X,O, O,O,O,O,O,O,O,O,O,O,O,O,O, O,O,O,O,O,O,O, O,O,O,O,O, 
iri1852	U		12	you know tomorrow is is holiday, hari raya puasa	
iri1853	S		13	tomorrow?	O,O,T,O,O, O,O,O,O,O,T,O,O,O,O,O,O,O, O,O,O,O,O,O,O, O,O,T,O,O, 
iri1854	U		14	yes, tomorrow, but do not worry, viki is also working tomorrow	
iri1855	S		15	do not worry about it. i will call you tomorrow.	X,X,O,X,T, T,T,T,T,X,T,X,X,T,X,T,T,X, O,T,T,T,T,T,X, T,T,T,X,X, 
iri1856	U		16	ok, you can join us after 5, when you finish your shift	
iri1857	S		17	can i join in?	X,O,O,X,T, T,O,O,O,X,T,X,X,T,O,O,O,X, O,T,O,T,T,O,T, T,T,T,T,T, 
iri1858	U		18	yeah, yeah, we will be at palawan beach	
iri1859	S		19	i like the way you think.	X,X,O,X,X, X,T,X,O,X,T,O,X,X,X,X,T,X, O,T,T,X,T,O,X, X,T,X,T,X, 
iri1860	U		0	i discover the problem alex	
iri1861	S		1	no. no problem.	X,X,X,X,X, X,T,X,X,X,T,X,X,O,T,O,X,X, O,T,X,X,T,X,X, T,T,T,X,T, 
iri1862	U		2	yes, there is a problem, i need to fix it	
iri1863	S		3	sure, danny....right away! alex rapidly	X,X,X,T,T, X,O,T,T,O,T,O,O,O,O,O,O,X, O,T,O,X,T,O,T, O,T,O,X,T, 
iri1864	U		4	it will take some time, but i think i can fix it	
iri1865	S		5	there is no time.	X,X,X,X,O, X,O,T,X,O,X,T,O,O,O,O,O,O, O,T,O,X,T,O,T, O,T,O,T,T, 
iri1866	U		6	sorry, i need some time, i hope you understand	
iri1867	S		7	i understand.	X,X,O,X,X, X,O,T,T,O,X,X,O,O,T,O,T,X, O,T,X,X,T,T,X, T,T,O,X,T, 
iri1868	U		8	thank you alex, you are very reasonable	
iri1869	S		9	thank you very much.	X,X,X,X,T, X,O,O,O,X,T,T,O,X,O,O,T,X, O,T,T,O,O,T,T, X,T,O,X,T, 
iri1870	U		10	now, let me think how i can solve this	
iri1871	S		11	just give me twenty-four hours to solve this thing!	O,T,O,T,O,O,O,O,T,T,T,O,T,T,X, O,T,T,O,T,O, X,X,X,O,O,O,T,T,O, 
iri1872	U		12	no, you cannot solve it, i need to do it	
iri1873	S		13	i ca not do this. i am telling you, i cannot do this.	O,T,O,T,O,O,O,O,T,O,O,O,X,O,X, O,T,T,O,O,O, O,X,O,O,T,T,O,O,O, 
iri1874	U		14	of course you cannot	
iri1875	S		15	i know, danny.	T,T,O,X,O,T,O,O,X,X,X,T,T,X,X, X,X,X,O,O,T, T,X,X,O,O,T,T,T,O, 
iri1876	U		16	so, let me do it	
iri1877	S		17	hey, i am trying, but this window is burnt --	O,O,O,X,O,T,O,O,X,T,O,T,T,O,X, O,T,X,O,O,O, T,T,T,O,T,T,O,O,O, 
iri1878	U		18	what window are you talking about?	
iri1879	S		19	i am talking about this thing you have...	T,T,O,X,O,T,X,T,X,X,O,O,O,T,X, O,T,X,O,T,O, T,T,X,O,T,T,T,T,T, 
iri1880	U		0	hey alex, what is up dude?	
iri1881	S		1	that is me <name-self> informal response interactive system !, ha ha ha!	T,X,O,X,O,O,O,O,X,X,X,X,T,X,X, X,X,X,X,T,X, X,T,T,O,O,T,O,T,O, 
iri1882	U		2	oh, interesting, i did not know your name had a meaning	
iri1883	S		3	meaning?	O,X,T,X,O,X,X,O,X,X,X,T,X,X,X, X,X,X,T,T,X, X,T,X,X,T,X,O,T,X, 
iri1884	U		4	yes, just what you said	
iri1885	S		5	he said you ran away from home.	T,X,O,X,O,T,X,O,X,T,X,X,T,T,X, X,X,X,X,O,X, X,O,X,T,T,X,O,T,X, 
iri1886	U		6	i think you are getting delusional	
iri1887	S		7	how much are you getting?	O,T,O,X,O,X,O,O,X,X,T,X,T,T,X, X,T,T,T,T,T, T,O,X,O,X,X,O,T,T, 
iri1888	U		8	me, nothing actually	
iri1889	S		9	fuck! i am so sick of their bullshit!	X,O,O,X,O,X,O,O,X,X,O,X,T,T,X, X,X,X,O,O,T, O,O,X,O,T,X,T,T,X, 
iri1890	U		10	you are a bad behaved person, with bad vocabulary and manners	
iri1891	S		11	people think because they are in a hotel they can act like a slob.	T,T,X,X, T,X,T,X,T,O,O,O,O,O,T,O,X,O,T,T,T,O,O,O,O,O,O,O,O,T, 
iri1892	U		12	you are the one like that	
iri1893	S		13	i like this one...	T,X,X,X, T,X,X,X,O,O,O,O,O,O,X,X,X,O,T,T,T,O,O,O,O,O,O,O,O,T, 
iri1894	U		14	ok, good for you, but who cares	
iri1895	S		15	who cares, danny?	T,X,X,X, X,X,X,X,X,X,X,X,X,O,X,T,X,X,X,X,X,T,T,T,T,T,T,T,T,X, 
iri1896	U		16	nobody cares, that is the truth	
iri1897	S		17	i do -- especially since we are both somewhat of an endangered species now.	T,X,X,X, X,X,X,X,T,O,O,O,T,O,X,O,X,X,X,X,X,O,O,O,O,O,O,O,O,O, 
iri1898	U		18	of course you are an endangered species, but i am not!	
iri1899	S		19	but of course.	T,T,X,X, X,X,X,X,O,T,T,T,X,O,X,T,X,X,X,X,X,T,T,T,T,T,T,T,X,X, 
iri1900	U		0	hi alex	
iri1901	S		1	hello.	X,X,X,X, T,X,X,X,X,O,O,O,T,O,T,O,X,X,X,X,X,O,O,O,O,O,O,O,O,O, 
iri1902	U		2	how are you today?	
iri1903	S		3	good. how are you?	T,X,O,X, O,O,T,O,O,X,X,X,O,O,O,T,X,X,X,X,X,X,X,X,X,X,T,T,X,X, 
iri1904	U		4	pretty good. what arr you up to?	
